distance,elevation,terrain,dangerous,risk
61,150,sand,1,141
99,750,paved,1,152
12,450,paved,0,14
25,350,sand,0,56
80,1400,sand,0,117
138,300,paved,1,189
172,500,sand,1,254
48,1700,dirt,0,66
14,400,dirt,1,76
44,950,paved,1,98
96,100,paved,0,96
52,0,sand,1,132
136,150,dirt,1,196
72,1400,sand,1,159
74,400,paved,0,76
171,1200,dirt,0,187
80,100,paved,0,80
12,1300,dirt,1,78
183,1050,rocky,0,228
155,0,rocky,0,195
17,550,dirt,0,29
199,0,paved,0,199
22,550,paved,1,74
120,1450,paved,0,127
94,150,dirt,0,104
51,1450,rocky,0,98
32,1150,dirt,0,47
185,1750,sand,1,273
85,600,rocky,1,178
60,250,paved,0,61
139,1050,dirt,1,204
73,1450,rocky,1,170
71,1000,sand,1,156
127,1250,paved,1,183
51,1250,sand,0,87
47,100,rocky,1,137
113,700,dirt,1,176
73,900,sand,0,107
160,1800,paved,0,169
159,1250,sand,0,195
1,1550,rocky,0,48
146,100,sand,0,176
182,1950,sand,0,221
129,1750,rocky,1,227
146,1800,paved,1,205
174,2000,sand,1,264
164,650,rocky,0,207
129,1850,rocky,1,228
116,950,sand,1,200
175,1700,rocky,1,273
148,950,paved,0,152
30,100,dirt,1,90
24,950,rocky,1,118
178,0,sand,1,258
161,750,rocky,1,254
150,1400,paved,0,157
176,750,sand,1,259
20,1000,paved,1,75
75,450,rocky,0,117
122,700,sand,1,205
130,1100,rocky,0,175
175,1750,dirt,0,193
72,1550,paved,1,129
180,600,sand,1,263
69,1200,sand,1,155
84,1700,dirt,1,152
25,1150,paved,0,30
150,1300,dirt,0,166
33,550,dirt,1,95
10,1450,paved,1,67
44,1850,dirt,0,63
19,1550,dirt,0,36
131,1250,dirt,0,147
177,1800,paved,0,186
140,1650,paved,0,148
23,250,dirt,1,84
120,1250,sand,1,206
153,250,sand,0,184
63,1100,paved,1,118
154,1900,paved,1,213
171,700,paved,1,224
4,1600,paved,1,62
37,800,paved,1,91
121,1800,dirt,1,190
26,1750,sand,0,64
119,0,rocky,0,159
71,50,rocky,0,111
101,700,rocky,0,144
77,850,rocky,1,171
27,1050,sand,0,62
192,450,rocky,0,234
197,2000,dirt,0,217
54,700,paved,1,107
197,1200,dirt,1,263
68,1050,paved,0,73
142,1850,dirt,1,211
81,1950,sand,0,120
89,1700,paved,0,97
125,150,sand,0,155
38,1450,paved,1,95
11,1850,dirt,0,30
13,0,sand,0,43
50,1950,sand,1,139
191,950,paved,1,245
113,600,rocky,0,156
70,1100,paved,0,75
36,1800,sand,0,75
157,1600,rocky,1,255
19,950,dirt,0,33
157,1000,sand,0,192
181,50,sand,1,261
7,2000,rocky,1,107
99,1300,sand,0,135
115,500,sand,1,197
113,850,rocky,0,157
102,850,rocky,0,146
1,800,sand,1,85
28,1000,rocky,0,73
91,450,rocky,0,133
118,1400,sand,1,205
31,1550,rocky,1,128
172,1950,rocky,0,221
49,1850,dirt,1,118
37,500,sand,1,119
184,850,dirt,0,198
16,1900,sand,1,105
36,1550,rocky,1,133
145,1400,sand,1,232
67,1200,rocky,0,113
96,1100,sand,1,181
136,1650,sand,1,224
140,1050,dirt,1,205
31,350,sand,0,62
127,1650,dirt,1,195
140,1600,rocky,1,238
31,500,sand,0,63
16,750,paved,1,69
29,900,paved,1,83
3,450,sand,1,85
145,1900,paved,0,154
20,1650,sand,0,58
195,400,rocky,0,237
143,250,sand,1,224
111,250,rocky,1,202
23,1650,paved,1,81
66,1600,sand,0,104
176,150,rocky,1,266
63,1550,sand,0,100
20,1700,dirt,0,38
46,750,sand,0,79
112,50,dirt,1,172
89,700,rocky,0,132
152,700,paved,1,205
152,400,paved,0,154
119,2000,rocky,0,169
114,0,dirt,1,174
89,850,sand,1,173
126,1100,sand,0,161
72,1300,dirt,1,138
168,1950,rocky,0,217
177,1550,dirt,1,244
199,700,dirt,1,262
67,50,paved,1,117
95,500,rocky,1,187
48,650,dirt,0,61
135,1000,dirt,0,150
150,900,rocky,0,194
73,950,rocky,1,167
25,1600,dirt,1,93
105,800,rocky,0,149
122,800,dirt,1,186
114,950,dirt,0,128
18,1650,paved,0,26
92,1850,paved,1,151
111,1450,paved,0,118
66,1500,sand,1,153
99,1800,sand,0,138
81,300,paved,1,132
157,1450,dirt,0,174
45,1100,sand,1,130
28,300,rocky,1,119
146,1150,dirt,0,161
49,800,sand,1,133
137,250,rocky,0,178
38,0,paved,1,88
5,950,rocky,0,49
183,850,dirt,0,197
96,250,paved,1,147
113,200,paved,0,114
149,1150,dirt,1,214
144,300,sand,0,175
81,850,paved,0,85
191,1400,paved,0,198
29,1250,sand,0,65
160,1850,rocky,0,209
96,550,dirt,0,108
150,1000,sand,1,235
121,1800,dirt,1,190
193,600,paved,1,246
184,1000,rocky,0,229
60,1200,rocky,0,106
14,900,rocky,1,108
22,1050,dirt,1,87
62,450,paved,1,114
106,100,dirt,0,116
113,300,dirt,0,124
178,950,rocky,0,222
20,1650,sand,0,58
7,750,dirt,0,20
94,950,rocky,1,188
19,1050,sand,1,104
78,1900,rocky,0,127
136,850,paved,1,190
184,400,dirt,0,196
61,1300,dirt,0,77
160,1000,sand,1,245
115,200,rocky,1,206
158,150,dirt,1,218
19,900,sand,0,53
133,1850,sand,0,172
18,200,dirt,1,79
19,500,paved,1,71
16,1550,paved,0,23
112,1550,sand,0,149
138,1750,rocky,0,186
78,1900,dirt,0,97
73,400,rocky,1,165
37,500,sand,0,69
53,1750,rocky,1,151
179,1050,dirt,1,244
12,2000,rocky,0,62
92,0,sand,0,122
86,2000,rocky,0,136
131,700,dirt,0,144
3,1400,paved,0,10
37,750,paved,1,90
147,1400,sand,0,184
187,1650,paved,1,245
133,1700,paved,0,141
128,1200,paved,0,134
131,1400,dirt,1,198
193,1200,rocky,0,239
70,1300,paved,0,76
30,100,dirt,1,90
139,1200,dirt,0,155
30,1700,dirt,1,98
16,800,sand,0,50
10,700,dirt,1,73
104,1550,dirt,1,171
118,1550,paved,1,175
200,600,dirt,1,263
136,1350,sand,0,172
184,1400,sand,1,271
181,150,sand,1,261
124,1000,paved,0,129
89,1350,dirt,1,155
76,500,rocky,0,118
5,1300,paved,0,11
137,1400,dirt,0,154
41,150,paved,0,41
191,300,sand,1,272
115,1550,rocky,0,162
134,150,dirt,0,144
89,50,dirt,1,149
136,50,dirt,1,196
10,1650,dirt,0,28
30,350,dirt,1,91
24,200,rocky,0,65
83,850,sand,0,117
20,1800,paved,0,29
178,0,rocky,1,268
100,1050,rocky,1,195
76,1200,sand,0,112
19,250,paved,0,20
188,900,paved,1,242
44,650,rocky,1,137
191,350,paved,1,242
165,1350,dirt,0,181
13,550,paved,1,65
169,500,dirt,1,231
150,500,dirt,0,162
162,700,rocky,1,255
102,250,rocky,0,143
116,900,paved,1,170
184,800,dirt,0,198
141,50,sand,0,171
131,1950,rocky,0,180
114,950,sand,1,198
155,1900,dirt,0,174
48,1450,sand,1,135
10,350,rocky,0,51
60,900,sand,0,94
37,1600,dirt,1,105
132,1750,rocky,0,180
57,1700,rocky,0,105
194,50,rocky,0,234
112,1900,dirt,0,131
43,450,sand,1,125
132,250,sand,1,213
142,600,dirt,0,155
179,1100,dirt,0,194
112,300,paved,0,113
113,1650,sand,1,201
128,800,paved,1,182
42,1200,paved,1,98
14,600,sand,0,47
19,1850,rocky,0,68
200,1150,paved,0,205
140,1300,sand,1,226
109,1750,paved,0,117
157,1450,dirt,1,224
105,850,dirt,1,169
116,1900,paved,1,175
134,850,dirt,0,148
129,1350,sand,0,165
65,1450,sand,1,152
175,1500,paved,1,232
115,400,dirt,0,127
174,1950,rocky,0,223
141,550,rocky,1,233
168,1100,dirt,0,183
62,1900,paved,1,121
180,300,dirt,1,241
62,900,sand,0,96
171,1350,paved,0,177
32,1800,rocky,0,81
135,1050,dirt,0,150
5,650,paved,1,58
80,650,paved,1,133
162,1450,sand,0,199
121,1100,sand,0,156
99,1450,rocky,1,196
72,650,dirt,0,85
56,700,sand,1,139
118,150,sand,1,198
167,900,sand,0,201
58,350,paved,0,59
160,1750,sand,1,248
36,1050,dirt,1,101
34,350,rocky,1,125
148,1850,sand,0,187
95,250,dirt,0,106
17,950,sand,1,101
141,650,rocky,0,184
126,950,rocky,1,220
142,250,dirt,1,203
145,50,paved,0,145
27,1250,sand,1,113
157,350,dirt,1,218
6,900,sand,0,40
35,100,sand,1,115
166,1450,sand,1,253
118,450,dirt,1,180
107,800,paved,0,111
160,1700,dirt,1,228
22,1200,paved,1,78
116,150,sand,0,146
130,1800,sand,1,219
198,1950,paved,1,257
109,750,sand,1,192
54,1250,paved,0,60
163,500,rocky,0,205
110,900,paved,1,164
139,1200,dirt,1,205
37,1650,sand,0,75
9,1900,rocky,1,108
108,150,sand,0,138
130,1150,dirt,0,145
63,200,dirt,1,124
72,1750,dirt,0,90
48,1950,rocky,0,97
154,900,sand,0,188
146,1600,sand,0,184
70,200,sand,1,151
115,250,paved,1,166
198,0,sand,1,278
140,150,dirt,0,150
33,850,rocky,0,77
44,1650,rocky,1,142
123,1100,paved,0,128
93,850,rocky,1,187
125,1450,dirt,1,192
129,1300,sand,1,215
178,350,rocky,0,219
61,700,paved,1,114
137,400,dirt,0,149
59,1700,dirt,1,127
38,1250,paved,1,94
124,500,rocky,1,216
37,500,dirt,0,49
106,350,dirt,0,117
84,350,sand,1,165
28,1750,rocky,1,126
111,1350,paved,1,167
89,1050,sand,0,124
111,1000,paved,1,166
27,550,sand,0,59
13,1500,paved,0,20
136,300,rocky,1,227
8,1000,rocky,0,53
5,400,dirt,1,67
94,200,sand,0,125
46,1800,sand,1,135
171,1100,rocky,0,216
158,650,sand,0,191
65,700,dirt,0,78
26,0,dirt,0,36
101,1700,paved,1,159
39,300,sand,0,70
177,1600,rocky,1,275
54,250,rocky,1,145
63,400,sand,0,95
58,750,rocky,1,151
100,1800,sand,0,139
32,950,paved,1,86
132,300,sand,0,163
189,300,rocky,0,230
5,1050,paved,0,10
62,1000,rocky,1,157
18,850,dirt,1,82
93,0,sand,1,173
4,200,rocky,0,45
106,2000,sand,0,146
139,350,sand,1,220
80,550,sand,0,112
105,1950,dirt,1,174
20,750,rocky,0,63
65,750,paved,0,68
103,150,dirt,1,163
174,100,rocky,0,214
139,1350,rocky,0,185
71,700,dirt,0,84
3,1150,paved,0,8
97,1950,sand,0,136
193,550,paved,0,195
136,200,dirt,1,197
79,650,dirt,0,92
5,1250,dirt,1,71
125,600,paved,1,178
158,150,paved,1,208
42,1150,paved,0,47
57,1950,paved,1,116
59,350,dirt,1,120
64,1200,paved,0,70
39,850,dirt,0,53
43,550,rocky,1,135
138,250,sand,1,219
141,1850,paved,0,150
77,600,rocky,1,170
20,150,rocky,1,110
174,550,sand,0,206
62,1950,paved,0,71
161,1900,paved,1,220
190,300,sand,0,221
1,1100,rocky,1,96
125,1450,rocky,0,172
188,800,rocky,1,282
195,1750,sand,0,233
12,1150,paved,0,17
171,650,dirt,1,234
147,800,dirt,0,161
58,800,sand,1,142
194,1850,dirt,1,263
109,1900,rocky,1,208
198,1650,dirt,0,216
103,1700,rocky,0,151
22,500,paved,0,24
193,400,paved,0,195
42,750,paved,1,95
71,550,sand,1,153
184,1350,sand,0,220
137,350,sand,1,218
58,1800,dirt,0,77
156,850,dirt,1,220
62,1550,rocky,1,159
181,1950,sand,1,270
60,1350,dirt,0,76
71,1550,dirt,0,88
121,1650,rocky,0,169
34,250,sand,1,115
135,1650,rocky,1,233
164,1100,sand,1,249
18,850,rocky,0,62
5,1000,dirt,1,70
134,850,dirt,1,198
65,1700,paved,0,73
7,1050,sand,0,42
142,2000,rocky,1,242
132,50,rocky,0,172
107,1300,paved,1,163
55,350,paved,0,56
191,1500,dirt,0,208
36,250,dirt,1,97
125,1700,sand,1,213
112,650,rocky,0,155
99,1600,paved,1,157
47,50,sand,0,77
38,1350,sand,0,74
131,400,rocky,0,173
84,700,paved,0,87
154,900,paved,0,158
47,1550,rocky,0,94
57,1750,paved,1,115
150,1950,rocky,1,249
183,0,dirt,0,193
88,1750,paved,0,96
9,0,dirt,1,69
84,750,rocky,0,127
94,1300,rocky,0,140
22,1050,dirt,0,37
173,1250,sand,1,259
168,1700,sand,0,206
45,1200,dirt,1,111
35,750,paved,0,38
199,800,rocky,0,243
185,250,rocky,1,276
74,0,sand,0,104
25,1400,rocky,1,122
77,750,dirt,1,140
120,200,sand,1,201
131,1500,rocky,0,178
109,850,sand,1,193
138,1150,paved,0,143
200,50,dirt,0,210
155,650,rocky,1,248
96,1750,rocky,0,144
48,600,sand,0,81
194,1200,sand,0,230
118,1450,dirt,1,185
26,600,paved,0,29
129,1200,paved,0,135
19,1650,paved,0,27
95,1500,sand,0,132
174,600,sand,0,207
53,100,dirt,1,113
50,1950,dirt,0,69
83,1100,sand,0,118
28,1900,rocky,0,77
99,1100,paved,1,154
1,300,dirt,1,62
181,750,dirt,0,194
98,1200,sand,1,184
89,800,dirt,1,153
149,800,paved,0,153
175,900,paved,1,229
67,1900,paved,1,126
167,1600,sand,1,255
138,550,paved,1,190
136,950,rocky,0,180
156,1800,sand,0,195
58,1100,paved,0,63
102,600,rocky,0,145
175,100,sand,1,255
52,800,paved,1,106
82,1200,rocky,0,128
143,300,dirt,0,154
27,150,rocky,0,67
2,1250,paved,0,8
35,1150,dirt,1,100
38,100,dirt,1,98
153,1850,paved,0,162
42,1800,dirt,0,61
19,900,sand,1,103
164,1100,sand,1,249
186,1450,rocky,1,283
118,1500,sand,1,205
104,800,dirt,0,118
177,1250,dirt,0,193
49,1600,paved,0,57
117,100,sand,0,147
135,50,rocky,1,225
43,150,dirt,1,103
185,50,sand,0,215
146,1750,sand,1,234
104,250,rocky,0,145
5,1050,dirt,0,20
2,1000,rocky,0,47
51,1400,dirt,1,118
119,1500,rocky,0,166
114,550,rocky,1,206
141,850,rocky,0,185
158,500,sand,0,190
86,350,rocky,0,127
93,900,rocky,0,137
28,700,sand,0,61
63,250,sand,1,144
73,1450,rocky,1,170
174,1400,dirt,1,241
20,500,dirt,1,82
35,1400,sand,1,122
178,200,dirt,1,239
29,1350,dirt,1,95
131,1050,rocky,1,226
173,0,paved,0,173
132,1750,sand,1,220
66,0,dirt,0,76
100,1950,sand,0,139
200,800,paved,0,204
2,800,rocky,1,96
176,100,dirt,1,236
154,350,dirt,1,215
90,1750,dirt,0,108
99,950,paved,1,153
26,1850,rocky,1,125
38,1100,rocky,1,133
188,2000,dirt,0,208
192,300,rocky,0,233
149,1750,rocky,0,197
83,2000,rocky,0,133
18,1550,rocky,0,65
186,1150,paved,0,191
166,150,rocky,0,206
12,400,paved,0,14
23,500,paved,0,25
104,1350,paved,0,110
77,1050,sand,0,112
191,1900,rocky,1,290
134,300,sand,1,215
193,350,rocky,1,284
191,150,paved,0,191
30,700,paved,1,83
27,1500,rocky,1,124
76,100,sand,1,156
9,200,rocky,1,100
19,1300,dirt,1,85
184,650,sand,1,267
14,1800,dirt,1,83
76,1350,paved,0,82
134,800,rocky,0,178
53,100,sand,0,83
2,800,dirt,0,16
93,600,sand,0,126
177,1700,dirt,0,195
197,2000,sand,0,237
193,500,sand,1,275
134,1350,sand,1,220
103,1450,sand,0,140
23,1750,sand,1,111
59,1100,rocky,1,154
142,1800,sand,1,231
81,1900,sand,1,170
71,200,dirt,1,132
95,650,dirt,0,108
132,150,rocky,1,222
124,1350,dirt,1,190
53,1500,dirt,1,120
58,600,paved,0,61
4,1100,sand,0,39
106,1900,sand,0,145
5,300,dirt,1,66
95,950,paved,1,149
163,900,paved,0,167
7,1850,sand,0,46
158,1400,sand,1,245
168,50,dirt,0,178
57,0,paved,1,107
69,1400,paved,0,76
120,1450,rocky,0,167
83,850,dirt,0,97
18,1500,paved,0,25
18,1550,dirt,1,85
162,1550,paved,1,219
82,700,rocky,1,175
107,150,rocky,0,147
103,1700,dirt,1,171
122,1800,dirt,1,191
177,400,rocky,0,219
46,1450,sand,1,133
89,2000,sand,0,129
84,1000,rocky,1,179
47,850,paved,1,101
96,1100,paved,1,151
34,850,sand,1,118
112,1450,sand,0,149
3,2000,paved,0,13
196,1450,paved,1,253
151,1750,paved,0,159
176,250,paved,1,227
162,650,dirt,1,225
186,950,sand,0,220
121,1100,sand,0,156
155,600,dirt,0,168
159,400,dirt,0,171
190,1500,dirt,1,257
61,700,dirt,0,74
45,1350,rocky,1,141
175,1350,rocky,0,221
17,1650,sand,0,55
21,1250,sand,1,107
84,1000,sand,1,169
79,1700,paved,0,87
136,1050,dirt,0,151
150,0,sand,1,230
167,300,rocky,0,208
102,1850,paved,0,111
151,1350,rocky,0,197
76,1450,paved,0,83
95,800,rocky,1,189
43,150,paved,0,43
178,550,sand,1,260
116,1400,rocky,0,163
38,0,sand,1,118
114,700,paved,0,117
128,0,dirt,1,188
194,1050,paved,1,249
145,1150,rocky,1,240
90,1900,paved,1,149
71,0,paved,0,71
37,1000,rocky,1,132
134,1750,paved,1,192
59,1550,dirt,1,126
180,1900,sand,1,269
111,1100,dirt,0,126
82,700,rocky,1,175
19,650,dirt,1,82
108,450,paved,1,160
118,350,paved,1,169
49,1000,dirt,0,64
132,1350,dirt,0,148
56,700,paved,0,59
116,400,dirt,0,128
17,300,rocky,1,108
43,1500,rocky,0,90
155,1000,paved,0,160
31,1700,dirt,0,49
141,1550,sand,0,178
182,500,sand,1,264
182,2000,rocky,0,232
186,1050,sand,1,271
48,950,rocky,1,142
89,850,sand,1,173
54,100,sand,0,84
145,500,dirt,1,207
101,1650,paved,1,159
85,1250,paved,0,91
188,1450,dirt,1,255
172,550,sand,0,204
96,200,dirt,1,157
178,950,rocky,1,272
62,1550,rocky,0,109
47,1900,dirt,0,66
12,1250,sand,0,48
54,900,paved,1,108
171,1050,dirt,1,236
51,1500,sand,0,88
2,1850,rocky,0,51
74,1550,dirt,0,91
76,1850,sand,1,165
75,350,rocky,0,116
93,1550,paved,1,150
44,2000,rocky,0,94
160,50,paved,1,210
91,350,rocky,0,132
68,600,paved,0,71
61,1400,rocky,1,158
32,1150,dirt,0,47
159,150,sand,1,239
109,800,sand,1,193
112,1500,dirt,0,129
189,950,dirt,1,253
97,1850,rocky,0,146
70,1750,rocky,0,118
128,1450,rocky,0,175
114,750,rocky,0,157
11,950,rocky,1,105
122,2000,sand,0,162
138,150,sand,0,168
82,100,paved,0,82
185,750,paved,0,188
102,1000,paved,1,157
53,1350,dirt,1,119
11,1100,sand,0,46
32,150,dirt,0,42
31,1600,paved,1,89
52,100,paved,1,102
118,1700,paved,0,126
55,750,rocky,1,148
52,800,paved,1,106
42,1250,paved,1,98
43,1950,sand,0,82
74,1700,sand,1,162
188,150,rocky,0,228
52,950,rocky,1,146
86,1050,dirt,0,101
96,150,paved,0,96
111,1200,dirt,1,177
30,1650,dirt,0,48
86,1900,rocky,0,135
10,750,sand,0,43
144,1350,sand,0,180
6,800,paved,0,10
50,100,rocky,0,90
39,350,paved,0,40
195,1450,sand,0,232
13,300,dirt,0,24
23,200,dirt,1,84
93,1150,sand,0,128
117,1350,paved,0,123
5,1000,rocky,1,100
83,900,rocky,0,127
138,1450,rocky,0,185
34,1050,dirt,0,49
197,450,sand,0,229
146,250,rocky,1,237
100,1400,sand,1,187
146,1000,rocky,0,191
71,2000,dirt,1,141
177,1100,rocky,1,272
107,1850,dirt,1,176
164,1850,paved,1,223
28,900,paved,1,82
8,1050,paved,0,13
177,1250,paved,1,233
126,950,sand,0,160
191,1000,dirt,0,206
171,50,paved,0,171
150,250,sand,1,231
11,850,dirt,1,75
14,1600,rocky,1,112
15,1000,sand,0,50
94,1900,dirt,0,113
74,1850,sand,1,163
172,1100,dirt,1,237
115,1250,dirt,1,181
110,700,paved,0,113
18,1100,paved,1,73
93,500,dirt,1,155
72,400,dirt,1,134
32,1000,sand,0,67
180,0,paved,1,230
1,1000,rocky,1,96
149,1350,sand,1,235
79,850,dirt,0,93
39,400,paved,1,91
21,1750,dirt,1,89
1,850,rocky,0,45
51,150,sand,1,131
154,1300,dirt,1,220
39,1150,paved,0,44
95,1000,sand,0,130
63,250,dirt,0,74
13,1950,rocky,1,112
15,1150,sand,0,50
171,1700,paved,0,179
161,350,paved,1,212
169,600,sand,0,202
21,500,sand,1,103
191,50,paved,1,241
16,550,rocky,1,108
113,800,dirt,1,177
114,150,rocky,0,154
42,450,rocky,1,134
142,200,sand,0,173
32,150,sand,0,62
131,1300,rocky,1,227
186,1600,rocky,1,284
32,50,paved,1,82
192,300,paved,0,193
179,900,sand,1,263
132,250,paved,1,183
1,1900,dirt,0,20
107,650,dirt,1,170
194,550,paved,1,246
131,1500,rocky,1,228
74,1900,rocky,1,173
4,100,dirt,0,14
71,1300,paved,0,77
154,400,sand,1,236
159,900,rocky,0,203
180,1050,paved,0,185
12,1100,rocky,1,107
84,1300,sand,0,120
43,1250,rocky,0,89
157,1700,dirt,0,175
60,500,paved,0,62
180,1600,sand,0,218
92,1000,rocky,1,187
176,1550,sand,0,213
48,1250,dirt,0,64
131,1250,sand,0,167
105,1900,sand,0,144
55,700,paved,0,58
106,700,sand,0,139
41,500,sand,1,123
15,1850,paved,1,74
78,200,dirt,0,89
169,1400,dirt,1,236
156,500,paved,1,208
77,1000,rocky,1,172
105,0,sand,1,185
15,350,dirt,0,26
61,200,rocky,0,102
100,1000,dirt,0,115
30,700,paved,1,83
86,800,paved,0,90
102,1800,paved,1,161
35,1600,sand,1,123
10,300,paved,0,11
4,300,paved,1,55
43,600,paved,1,96
148,1800,sand,0,187
185,400,dirt,0,197
104,0,paved,1,154
60,750,sand,0,93
75,200,dirt,0,86
187,1000,sand,1,272
176,450,dirt,0,188
145,550,sand,1,227
95,1500,dirt,0,112
186,700,rocky,0,229
154,1600,rocky,0,202
2,2000,paved,1,62
140,1600,sand,1,228
108,1050,dirt,1,173
195,50,dirt,0,205
105,900,dirt,1,169
139,900,dirt,1,203
33,900,sand,0,67
197,1800,sand,1,286
179,1500,rocky,1,276
143,1350,dirt,1,209
49,350,dirt,0,60
69,1800,dirt,0,88
38,1350,dirt,0,54
28,1600,sand,0,66
103,500,sand,0,135
69,500,dirt,0,81
112,800,paved,1,166
33,650,rocky,0,76
95,950,rocky,0,139
45,850,paved,1,99
177,250,dirt,1,238
171,150,paved,1,221
154,250,rocky,1,245
103,1000,rocky,0,148
42,1700,rocky,0,90
198,450,paved,0,200
4,950,sand,0,38
83,550,dirt,0,95
39,250,dirt,1,100
119,250,rocky,0,160
185,1300,dirt,1,251
84,750,sand,1,167
173,1200,sand,1,259
105,150,sand,1,185
74,850,dirt,0,88
34,1150,sand,1,119
124,750,sand,1,207
127,200,sand,0,158
13,600,dirt,1,76
100,950,paved,1,154
8,1600,paved,0,16
152,1350,rocky,0,198
103,250,paved,1,154
86,400,paved,1,138
194,700,dirt,1,257
13,1250,rocky,1,109
8,1600,rocky,1,106
106,1350,dirt,0,122
56,1800,sand,1,145
199,850,dirt,0,213
100,1850,sand,0,139
77,1950,paved,1,136
92,350,rocky,0,133
56,1000,sand,0,91
50,50,dirt,1,110
115,800,paved,0,119
41,1250,sand,0,77
46,1000,rocky,0,91
103,1050,paved,1,158
129,1750,sand,1,217
151,2000,rocky,1,251
81,1600,rocky,0,129
131,350,rocky,1,222
101,1800,paved,1,160
58,250,sand,0,89
196,900,dirt,1,260
16,50,sand,1,96
82,550,dirt,0,94
16,0,paved,0,16
156,900,paved,1,210
67,850,dirt,1,131
87,50,paved,1,137
179,300,paved,1,230
119,850,paved,1,173
25,1550,paved,0,32
96,1450,sand,1,183
6,300,sand,1,87
140,1900,sand,1,229
172,900,paved,1,226
149,750,dirt,1,212
194,600,paved,0,197
144,1850,sand,1,233
30,550,sand,1,112
173,750,dirt,0,186
60,650,sand,1,143
105,1000,sand,1,190
151,100,paved,1,201
160,1650,dirt,0,178
78,200,rocky,0,119
68,1050,paved,1,123
194,200,dirt,1,255
112,100,rocky,0,152
18,1450,dirt,0,35
171,1200,rocky,0,217
30,1800,dirt,0,49
190,100,rocky,0,230
47,1650,dirt,0,65
4,200,sand,1,85
152,850,rocky,0,196
46,900,rocky,1,140
137,800,paved,0,141
128,450,sand,1,210
140,1150,paved,1,195
162,1250,rocky,1,258
7,500,dirt,0,19
167,600,paved,1,220
185,400,dirt,1,247
101,750,sand,1,184
192,500,dirt,0,204
106,1000,dirt,1,171
173,1200,sand,1,259
147,950,dirt,0,161
126,1800,sand,0,165
94,650,dirt,0,107
180,1050,dirt,1,245
98,250,paved,1,149
132,1200,sand,1,218
101,350,rocky,0,142
91,650,sand,0,124
30,1650,paved,0,38
4,150,paved,1,54
41,650,rocky,1,134
45,800,paved,1,99
175,1950,sand,1,264
128,900,dirt,0,142
99,1200,paved,1,155
33,1050,sand,0,68
45,1750,dirt,1,113
122,300,dirt,1,183
122,50,rocky,0,162
1,1500,dirt,1,68
161,800,paved,0,165
161,400,rocky,0,203
178,200,dirt,0,189
31,1250,dirt,1,97
83,1550,dirt,1,150
27,500,sand,1,109
37,1250,sand,1,123
134,800,sand,1,218
196,250,rocky,1,287
28,250,dirt,1,89
188,1750,paved,1,246
10,700,sand,0,43
101,1050,dirt,1,166
193,50,sand,1,273
192,450,rocky,1,284
73,1300,sand,1,159
175,650,sand,1,258
166,1450,sand,1,253
180,1300,paved,0,186
26,1800,rocky,0,75
20,900,rocky,1,114
63,50,paved,0,63
37,1300,sand,0,73
102,1050,sand,1,187
52,50,paved,0,52
79,1000,paved,1,134
119,1500,rocky,0,166
117,1200,dirt,0,133
64,100,dirt,0,74
120,1850,paved,0,129
149,0,dirt,1,209
14,1550,rocky,1,111
146,1800,sand,0,185
64,850,dirt,1,128
80,850,rocky,1,174
142,400,rocky,1,234
110,650,dirt,0,123
103,1600,dirt,0,121
113,1050,paved,1,168
28,950,rocky,1,122
112,950,rocky,0,156
65,1200,dirt,1,131
17,700,rocky,0,60
133,1750,sand,1,221
136,1250,paved,1,192
154,100,dirt,0,164
195,1100,sand,0,230
129,1600,sand,1,217
182,650,dirt,0,195
183,1000,paved,0,188
74,1050,paved,0,79
6,1100,sand,0,41
136,150,sand,0,166
178,850,paved,1,232
55,750,sand,0,88
12,1150,rocky,0,57
142,850,paved,0,146
151,300,rocky,0,192
10,1050,dirt,1,75
55,1100,sand,1,140
63,1100,rocky,1,158
111,0,sand,0,141
189,1150,dirt,0,204
70,1500,rocky,1,167
4,1750,dirt,0,22
118,350,dirt,1,179
90,1650,paved,1,148
21,1250,paved,1,77
16,1700,sand,1,104
183,950,sand,0,217
31,1500,rocky,0,78
190,900,rocky,1,284
33,500,dirt,0,45
27,850,rocky,1,121
135,1400,dirt,1,202
54,1250,dirt,0,70
186,1600,paved,1,244
6,1900,rocky,1,105
42,1550,rocky,0,89
187,350,dirt,0,198
78,450,rocky,0,120
148,1400,dirt,0,165
184,950,rocky,1,278
176,1000,dirt,1,241
74,150,rocky,0,114
44,1450,dirt,1,111
115,1950,paved,0,124
70,1100,dirt,0,85
103,1100,paved,0,108
55,1850,paved,0,64
54,1800,dirt,1,123
62,1600,sand,0,100
186,400,sand,1,268
177,500,paved,0,179
3,1000,rocky,1,98
40,500,sand,0,72
75,100,paved,0,75
95,0,paved,1,145
84,950,sand,0,118
108,650,paved,1,161
29,650,rocky,1,122
110,1450,rocky,1,207
124,600,sand,0,157
138,1150,paved,1,193
106,1400,rocky,0,153
84,1700,rocky,1,182
2,700,dirt,1,65
70,50,paved,0,70
189,750,sand,1,272
77,1950,dirt,1,146
90,900,paved,1,144
29,500,rocky,0,71
173,1350,sand,1,259
126,950,rocky,0,170
20,350,rocky,0,61
13,1550,rocky,1,110
96,300,dirt,1,157
68,850,sand,0,102
35,1350,sand,0,71
13,550,rocky,0,55
92,250,dirt,1,153
8,1750,dirt,1,76
81,850,rocky,1,175
